Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
AUS, 2, 0, 0, 1, 2017, January, Saturday, 06:27 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, Y, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 07:55 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 04:30 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 01:50 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 09:15 am, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, January, Wednesday, 08:00 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 07:08 pm, 100, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, January, Wednesday, 10:00 am, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 12:00 pm, 050, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 12:05 pm, 060, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 01:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 01:45 pm, 080, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 11:07 am, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 03:15 pm, 050, Dry, N, Daylight, Hit Pedestrian, Minor Injury, Y, N
AUS, 4, 0, 0, 1, 2017, January, Wednesday, 03:00 pm, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 1, 10, 2017, January, Wednesday, 01:13 pm, 060, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 04:45 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Wednesday, 04:29 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 05:30 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 04:50 pm, 110, Dry, N, Daylight, Rear End, Not Injured, N, Y
AUS, 2, 0, 1, 0, 2017, January, Wednesday, 05:45 pm, 050, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 02:51 pm, 070, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 05:30 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 0, 2, 2017, January, Wednesday, 05:33 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 04:40 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Wednesday, 03:50 pm, 100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 1, 0, 0, 2017, January, Wednesday, 09:00 pm, 010, Dry, N, Night, Hit Pedestrian, Fatal, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 12:40 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 12:25 pm, 080, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 3, 2017, January, Wednesday, 01:15 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 11:00 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 07:50 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, January, Wednesday, 05:50 pm, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 03:45 am, 060, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 07:45 pm, 040, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 02:00 pm, 080, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 07:25 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 4, 0, 1, 0, 2017, January, Thursday, 04:00 pm, 050, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 04:00 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 12:15 am, 060, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 04:40 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 12:00 pm, 100, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 11:10 pm, 050, Wet, Y, Night, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 11:36 pm, 050, Wet, N, Night, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 12:01 am, 060, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 11:33 pm, 060, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 03:50 am, 050, Dry, N, Night, Hit Fixed Object, Not Injured, Y, Y
AUS, 2, 0, 0, 0, 2017, January, Friday, 05:50 am, 060, Wet, Y, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 01:00 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 05:50 am, 050, Wet, Y, Night, Right Angle, Minor Injury, N, N
AUS, 3, 0, 0, 1, 2017, January, Thursday, 08:40 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 08:38 am, 060, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Thursday, 12:00 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 03:30 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 09:00 am, 050, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 10:10 am, 080, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 11:00 am, 060, Wet, Y, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 11:45 am, 060, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, January, Friday, 09:45 am, 080, Wet, Y, Daylight, Hit Fixed Object, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 06:40 am, 050, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 09:00 am, 060, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 1, 0, 2, 2017, January, Friday, 12:15 am, 110, Dry, N, Night, Head On, Fatal, Y, Y
AUS, 2, 0, 0, 0, 2017, January, Thursday, 09:00 pm, 080, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 09:30 am, 060, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, January, Friday, 12:25 pm, 060, Wet, Y, Daylight, Hit Pedestrian, Major Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Friday, 12:50 pm, 070, Wet, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 3, 2017, January, Friday, 12:50 pm, 060, Wet, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 06:40 am, 100, Wet, Y, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 12:00 pm, 060, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 03:00 pm, 090, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 11:50 am, 060, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 02:40 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 03:00 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 04:15 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 12:20 pm, 050, Wet, Y, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 02:35 pm, 090, Wet, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 04:05 pm, 110, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, January, Friday, 03:54 pm, 080, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 05:05 pm, 070, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 04:30 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Friday, 03:02 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 05:38 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Friday, 08:00 am, 070, Wet, Y, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 01:55 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 04:41 am, 050, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 05:20 am, 100, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 06:25 pm, 090, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 05:45 pm, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 09:45 am, 070, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 11:10 am, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Saturday, 09:00 am, 080, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 12:15 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 12:45 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Saturday, 03:00 pm, 040, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Saturday, 01:45 pm, 070, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 02:55 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Saturday, 04:15 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 01:00 pm, 100, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, Y
AUS, 2, 0, 0, 0, 2017, January, Saturday, 05:56 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 04:40 am, 050, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 05:00 am, 060, Dry, N, Night, Hit Fixed Object, Minor Injury, Y, N
AUS, 2, 0, 0, 0, 2017, January, Saturday, 01:30 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Saturday, 09:21 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 10:26 am, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 11:25 am, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 1, 0, 2017, January, Sunday, 08:15 am, 100, Dry, N, Daylight, Hit Fixed Object, Major Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Sunday, 11:15 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 11:40 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Friday, 03:30 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 12:30 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 10:20 am, 050, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, Y
AUS, 3, 0, 0, 2, 2017, January, Saturday, 03:45 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, Y, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 03:13 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 2, 2017, January, Sunday, 06:05 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Sunday, 04:10 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 03:30 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, January, Sunday, 06:25 pm, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 07:36 pm, 050, Dry, N, Daylight, Head On, Minor Injury, N, N
AUS, 5, 0, 0, 3, 2017, January, Sunday, 08:57 pm, 080, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 07:45 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 08:30 am, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 09:00 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 08:28 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Sunday, 12:30 pm, 040, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Friday, 11:30 am, 100, Wet, Y, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Monday, 01:45 pm, 050, Dry, N, Daylight, Side Swipe, Minor Injury, N, Y
AUS, 2, 0, 0, 1, 2017, January, Monday, 02:45 pm, 080, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Friday, 11:10 am, 050, Wet, Y, Daylight, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 11:40 am, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 04:00 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Monday, 03:50 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 2, 2017, January, Friday, 01:48 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 05:50 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Monday, 06:20 pm, 050, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 4, 0, 0, 0, 2017, January, Monday, 04:50 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 4, 0, 2, 0, 2017, January, Monday, 04:30 pm, 080, Dry, N, Daylight, Head On, Major Injury, N, Y
AUS, 2, 0, 0, 1, 2017, January, Monday, 04:21 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 1, 0, 2017, January, Sunday, 11:45 pm, 050, Dry, N, Night, Hit Fixed Object, Major Injury, N, N
AUS, 4, 0, 0, 2, 2017, January, Monday, 04:20 pm, 080, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 05:45 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 04:15 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 3, 0, 2, 0, 2017, January, Monday, 12:20 pm, 080, Dry, N, Daylight, Head On, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 09:49 pm, 050, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Tuesday, 06:00 am, 100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 3, 0, 0, 2, 2017, January, Monday, 12:40 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 5, 0, 0, 0, 2017, January, Tuesday, 09:44 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 10:19 am, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 07:20 am, 100, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Tuesday, 07:50 am, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 4, 0, 0, 1, 2017, January, Tuesday, 11:45 am, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 12:45 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 02:30 am, 060, Dry, N, Night, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 01:00 pm, 060, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 10:50 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 4, 0, 0, 0, 2017, January, Tuesday, 02:36 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 05:48 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 02:02 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Tuesday, 06:20 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, January, Tuesday, 03:20 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Monday, 08:45 pm, 080, Dry, N, Night, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 05:30 pm, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 05:45 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 08:50 am, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 08:30 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 01:00 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 03:00 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 05:30 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 12:50 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 10:58 am, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 01:50 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 01:35 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 03:30 pm, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 02:40 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 01:15 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 04:35 pm, 110, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 01:17 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Tuesday, 05:30 pm, 050, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 06:00 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 02:00 pm, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Tuesday, 03:50 pm, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 04:50 pm, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 05:15 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 11:20 am, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Wednesday, 05:25 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Wednesday, 05:40 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 06:05 pm, 070, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Wednesday, 06:00 pm, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 04:13 pm, 060, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 12:00 pm, 060, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 08:11 pm, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Wednesday, 05:00 pm, 110, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 01:59 am, 060, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 3, 0, 0, 0, 2017, January, Thursday, 04:30 am, 100, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 07:11 am, 060, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 12:40 pm, 050, Dry, N, Daylight, Right Angle, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 06:45 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 05:50 am, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Thursday, 08:05 am, 070, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 07:13 am, 060, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 07:00 am, 080, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 08:45 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 1, 0, 2017, January, Tuesday, 08:03 am, 040, Dry, N, Daylight, Right Angle, Major Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 06:30 am, 100, Dry, N, Daylight, Hit Fixed Object, Not Injured, Y, N
AUS, 2, 0, 1, 0, 2017, January, Sunday, 02:16 pm, 100, Dry, N, Daylight, Rear End, Major Injury, N, N
AUS, 3, 0, 0, 0, 2017, January, Thursday, 11:07 am, 080, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, January, Thursday, 09:40 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 2, 2017, January, Thursday, 01:55 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Wednesday, 03:01 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 07:30 am, 050, Dry, N, Daylight, Head On, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 01:40 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 09:20 am, 060, Dry, N, Daylight, Side Swipe, Not Injured, N, N
